image_path,label,split
data/dataset/spectrograms/train/Irish_dataset_common_voice_en_25166337.png,irish,train
data/dataset/spectrograms/test/American_dataset_common_voice_en_32764846.png,american,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_358499_noise.png,canadian,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_17343577_speed_speed.png,filipino,test
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_37081586_pitch_pitch.png,irish,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_19260940_pitch_noise.png,filipino,test
data/dataset/spectrograms/test/India_dataset___augmented_1_common_voice_en_37947792_speed.png,india,test
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_220998_pitch.png,england,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_39961370.png,england,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_38400251_speed_pitch_pitch.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_31341860_noise.png,slavic,train
data/dataset/spectrograms/test/Australian_dataset___augmented_1_common_voice_en_40242199_speed.png,australian,test
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_31281248_pitch_pitch.png,england,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_631107_noise_speed.png,american,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_662356_pitch_speed_noise.png,filipino,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_35012769_pitch_noise.png,england,train
data/dataset/spectrograms/train/Irish_dataset_common_voice_en_15734166.png,irish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_657857_speed_pitch.png,irish,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_39603450_noise_pitch.png,scottish,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_24689463_pitch_speed.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_34980360_speed_noise.png,american,train
data/dataset/spectrograms/test/India_dataset___augmented_1_common_voice_en_32669700_speed.png,india,test
data/dataset/spectrograms/test/India_dataset___augmented_1_common_voice_en_19646374_speed.png,india,test
data/dataset/spectrograms/test/Filipino_dataset___augmented_3_common_voice_en_656288_speed_noise_pitch.png,filipino,test
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_18920987_speed.png,irish,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_177711_noise_speed.png,england,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_25464355_noise_speed.png,scottish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_21955485_pitch_speed.png,irish,train
data/dataset/spectrograms/train/Scottish_dataset_common_voice_en_19081508.png,scottish,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_24689463_noise_speed.png,india,train
data/dataset/spectrograms/test/England_dataset___augmented_1_common_voice_en_87943_pitch.png,england,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_653372_noise.png,canadian,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_141362_noise_speed.png,england,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_31038171_pitch_noise.png,australian,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_32797686_speed.png,england,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_2_common_voice_en_18895824_noise_pitch.png,scottish,test
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_116211_speed_pitch.png,filipino,train
data/dataset/spectrograms/test/Australian_dataset___augmented_1_common_voice_en_478583_speed.png,australian,test
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_680979.png,australian,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_22114288.png,india,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_26978845.png,england,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_36505759_speed.png,canadian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_19948346_noise.png,irish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_40234473_speed_noise.png,australian,train
data/dataset/spectrograms/train/Irish_dataset_common_voice_en_40406988.png,irish,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_42435518_speed_speed.png,slavic,test
data/dataset/spectrograms/test/Irish_dataset___augmented_2_common_voice_en_17782044_speed_speed.png,irish,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_35130683_noise_noise.png,slavic,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_116211_noise_speed_speed.png,filipino,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_30676804_noise_speed.png,american,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_42555516_pitch_speed.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_41079163_speed_noise.png,slavic,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_27161481_noise_noise.png,irish,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_23989008.png,india,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_32697164_pitch_speed.png,england,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_549416_noise.png,scottish,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_37025529.png,england,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_553505_noise.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_37473422_pitch_speed_speed.png,slavic,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_25166337_speed.png,irish,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_100552.png,england,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_25107900_speed_pitch.png,irish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_37565619_speed_noise.png,filipino,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_18183180_speed.png,scottish,train
data/dataset/spectrograms/train/American_dataset_common_voice_en_11181.png,american,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_36650153_pitch_noise.png,slavic,test
data/dataset/spectrograms/train/India_dataset_common_voice_en_32477498.png,india,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_19642336_pitch_speed.png,scottish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_37029634_noise_speed_speed.png,slavic,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_131644_pitch_speed_noise.png,filipino,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_532905_speed_pitch.png,scottish,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_1_common_voice_en_165067_pitch.png,canadian,test
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_32357343_speed.png,filipino,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_38350944_speed_noise.png,india,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_1_common_voice_en_106366_pitch.png,scottish,test
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_39750682_noise_speed.png,slavic,test
data/dataset/spectrograms/train/Canadian_dataset_common_voice_en_608273.png,canadian,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_32679989_speed_noise.png,england,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_26285152_speed_noise.png,filipino,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_35272052_speed.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_66213_pitch.png,american,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_24785518_speed.png,scottish,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_32825487_speed_pitch.png,england,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_25766160.png,india,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_499994_pitch_speed.png,scottish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_16707_noise_noise.png,australian,train
data/dataset/spectrograms/test/Scottish_dataset_common_voice_en_19159918.png,scottish,test
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_53184_speed_noise.png,american,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_41879116_pitch_noise.png,filipino,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_660525_pitch_pitch.png,filipino,test
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_119868_pitch.png,india,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_177711_pitch_noise.png,england,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_36612799_noise.png,american,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_131644_pitch_pitch.png,filipino,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_40943937_speed.png,slavic,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_19734816_speed_speed_pitch.png,filipino,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_17287657_noise_noise.png,irish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_41850053_noise_noise.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_26948393_pitch_speed.png,scottish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_26285152_speed_speed.png,filipino,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_90092_noise_pitch.png,canadian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_37029634_pitch_noise.png,slavic,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_568087_pitch_speed.png,filipino,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_36470087_speed_speed_pitch.png,slavic,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_35328182_pitch_pitch.png,american,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_1_common_voice_en_600882_pitch.png,canadian,test
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_11181_speed.png,american,train
data/dataset/spectrograms/test/England_dataset___augmented_1_common_voice_en_125601_pitch.png,england,test
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_33194902_speed_speed.png,american,test
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_536173_speed_pitch.png,australian,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_36506476_noise.png,india,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_21857933_pitch.png,scottish,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_38279879.png,india,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_19739321_speed_noise_pitch.png,filipino,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_33067832_speed_speed.png,india,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_1_common_voice_en_35833978_noise.png,canadian,test
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_38145547_noise_noise.png,irish,train
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_33144046_pitch_pitch.png,american,test
data/dataset/spectrograms/test/Canadian_dataset___augmented_2_common_voice_en_143143_speed_pitch.png,canadian,test
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_139338_noise.png,american,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_101380_pitch_speed.png,canadian,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_3_common_voice_en_656288_speed_noise_speed.png,filipino,test
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_17795814_speed.png,australian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_38820849_pitch_noise.png,slavic,train
